URL,Status,Response Code,Protocol,Method,Content-Type,Client Address,Client Port,Remote Address,Remote Port,Exception,Request Start Time,Request End Time,Response Start Time,Response End Time,Duration (ms),DNS Duration (ms),Connect Duration (ms),SSL Duration (ms),Request Duration (ms),Response Duration (ms),Latency (ms),Speed (KB/s),Request Speed (KB/s),Response Speed (KB/s),Request Handshake Size (bytes),Request Header Size (bytes),Request Body Size (bytes),Response Handshake Size (bytes),Response Header Size (bytes),Response Body Size (bytes),Request Compression,Response Compression
https://audiopay.cos.tx.xmcdn.com/download/1.0.0/storages/e67b-audiopay/8A/64/CKwRINsE37XeANPXlgDSQmjj.m4a?sign=0cd4edd55f8ac4d06e666089ddf356f0&buy_key=aed65595bbd6d943057c57973f8b5b93&timestamp=1628582462308000&token=7544&duration=857,COMPLETE,206,https,GET,audio/x-m4a,/192.168.137.78,57902,audiopay.cos.tx.xmcdn.com/211.97.73.26,443,,10 八月 2021 16:01:02,10 八月 2021 16:01:03,10 八月 2021 16:01:03,10 八月 2021 16:01:10,6997,106,39,91,0,6691,70,490.06836,0.0,512.25684,1050,486,,20918,0,3488855,,
https://audiopay.cos.tx.xmcdn.com/download/1.0.0/storages/e364-audiopay/EC/61/CKwRINsE5mQKAH0OzwDUyZxk.m4a?buy_key=fe4f133ccbf4b22dfa2a1e704ccbbda8&duration=506&sign=d4a866d23da0ec8adaae5999ea17c801&timestamp=1628582477&token=3477&uid=342430270&is_charge=true,COMPLETE,206,https,GET,audio/x-m4a,/192.168.137.78,55453,audiopay.cos.tx.xmcdn.com/211.97.73.19,443,,10 八月 2021 16:01:17,10 八月 2021 16:01:17,10 八月 2021 16:01:17,10 八月 2021 16:01:34,16629,2,31,184,0,16371,41,482.61914,0.0,490.13672,1106,368,,20828,0,8195791,,
https://audiopay.cos.tx.xmcdn.com/download/1.0.0/storages/ce40-audiopay/CA/C6/CKwRIUEE4lUUAI-WJQDTTwxZ.m4a?buy_key=fe4f133ccbf4b22dfa2a1e704ccbbda8&duration=581&sign=a315d7ff635649cd222f8059e9194aa0&timestamp=1628582494&token=5780&uid=342430270&is_charge=true,COMPLETE,206,https,GET,audio/x-m4a,/192.168.137.78,55453,audiopay.cos.tx.xmcdn.com/211.97.73.19,443,,10 八月 2021 16:01:34,10 八月 2021 16:01:34,10 八月 2021 16:01:34,10 八月 2021 16:01:51,17255,,,,0,17185,70,532.5928,0.0,534.7412,,368,,,0,9410085,,
https://audiopay.cos.tx.xmcdn.com/download/1.0.0/storages/c038-audiopay/86/8E/CKwRIRwE4Q-gAKPS1ADSz8S1.m4a?buy_key=fe4f133ccbf4b22dfa2a1e704ccbbda8&duration=663&sign=5cdbb5494284ed26bc501f9f76f279b8&timestamp=1628582512&token=9052&uid=342430270&is_charge=true,COMPLETE,206,https,GET,audio/x-m4a,/192.168.137.78,55453,audiopay.cos.tx.xmcdn.com/211.97.73.19,443,,10 八月 2021 16:01:52,10 八月 2021 16:01:52,10 八月 2021 16:01:52,10 八月 2021 16:02:13,21189,,,,0,21137,52,494.83496,0.0,496.03516,,368,,,0,10736340,,
https://audiopay.cos.tx.xmcdn.com/download/1.0.0/storages/e67b-audiopay/8A/64/CKwRINsE37XeANPXlgDSQmjj.m4a?buy_key=fe4f133ccbf4b22dfa2a1e704ccbbda8&duration=857&sign=6d74cbe42ee97a98a726105209afcedf&timestamp=1628582534&token=4748&uid=342430270&is_charge=true,COMPLETE,206,https,GET,audio/x-m4a,/192.168.137.78,55453,audiopay.cos.tx.xmcdn.com/211.97.73.19,443,,10 八月 2021 16:02:14,10 八月 2021 16:02:14,10 八月 2021 16:02:14,10 八月 2021 16:02:44,30618,,,,0,30515,103,442.81934,0.0,444.30176,,368,,,0,13883286,,
https://audiopay.cos.tx.xmcdn.com/download/1.0.0/storages/a3e7-audiopay/FF/2C/CKwRIRwE3mGkAIw0QQDRrt7Y.m4a?buy_key=fe4f133ccbf4b22dfa2a1e704ccbbda8&duration=567&sign=927a86c47cccc214e4ef93caacc02fcb&timestamp=1628582565&token=4470&uid=342430270&is_charge=true,COMPLETE,206,https,GET,audio/x-m4a,/192.168.137.78,55453,audiopay.cos.tx.xmcdn.com/211.97.73.19,443,,10 八月 2021 16:02:45,10 八月 2021 16:02:45,10 八月 2021 16:02:45,10 八月 2021 16:03:03,18703,,,,0,18667,36,479.78516,0.0,480.69043,,368,,,0,9188417,,
https://audiopay.cos.tx.xmcdn.com/download/1.0.0/storages/a3e7-audiopay/FF/2C/CKwRIRwE3mGkAIw0QQDRrt7Y.m4a?buy_key=fe4f133ccbf4b22dfa2a1e704ccbbda8&duration=567&sign=927a86c47cccc214e4ef93caacc02fcb&timestamp=1628582565&token=4470&uid=342430270&is_charge=true,COMPLETE,200,https,GET,audio/x-m4a,/127.0.0.1,54087,audiopay.cos.tx.xmcdn.com/125.77.176.85,443,com.xk72.proxy.ProxyException: Client closed connection before receiving entire response,10 八月 2021 16:03:03,10 八月 2021 16:03:03,10 八月 2021 16:03:04,10 八月 2021 16:03:04,276,64,28,36,0,107,41,715.4375,0.0,1828.8545,1206,610,,20918,0,179466,,
https://audiopay.cos.tx.xmcdn.com/download/1.0.0/storages/a3e7-audiopay/FF/2C/CKwRIRwE3mGkAIw0QQDRrt7Y.m4a?buy_key=fe4f133ccbf4b22dfa2a1e704ccbbda8&duration=567&sign=927a86c47cccc214e4ef93caacc02fcb&timestamp=1628582565&token=4470&uid=342430270&is_charge=true,COMPLETE,206,https,GET,audio/x-m4a,/127.0.0.1,54095,audiopay.cos.tx.xmcdn.com/125.77.176.85,443,,10 八月 2021 16:03:04,10 八月 2021 16:03:04,10 八月 2021 16:03:04,10 八月 2021 16:03:04,231,1,21,157,1,0,51,95.7832,1696.2891,0.0,1206,531,,20918,0,2,,
https://audiopay.cos.tx.xmcdn.com/download/1.0.0/storages/fb08-audiopay/27/24/CKwRINsE3Rc3AJ0q7gDRI1VK.m4a?buy_key=fe4f133ccbf4b22dfa2a1e704ccbbda8&duration=636&sign=587cc67975a03b39886a7764596d6033&timestamp=1628582584&token=7967&uid=342430270&is_charge=true,COMPLETE,206,https,GET,audio/x-m4a,/192.168.137.78,55453,audiopay.cos.tx.xmcdn.com/211.97.73.19,443,,10 八月 2021 16:03:04,10 八月 2021 16:03:04,10 八月 2021 16:03:04,10 八月 2021 16:03:44,40536,,,,0,40498,38,248.15137,0.0,248.37598,,368,,,0,10300142,,
https://audiopay.cos.tx.xmcdn.com/download/1.0.0/storages/a3e7-audiopay/FF/2C/CKwRIRwE3mGkAIw0QQDRrt7Y.m4a?buy_key=fe4f133ccbf4b22dfa2a1e704ccbbda8&duration=567&sign=927a86c47cccc214e4ef93caacc02fcb&timestamp=1628582565&token=4470&uid=342430270&is_charge=true,COMPLETE,206,https,GET,audio/x-m4a,/127.0.0.1,54097,audiopay.cos.tx.xmcdn.com/125.77.176.85,443,com.xk72.proxy.ProxyException: Client closed connection before receiving entire response,10 八月 2021 16:03:04,10 八月 2021 16:03:04,10 八月 2021 16:03:04,10 八月 2021 16:03:05,1173,2,29,257,0,756,129,318.2754,0.0,491.58105,1206,537,,20918,0,359637,,
