URL,Status,Response Code,Protocol,Method,Content-Type,Client Address,Client Port,Remote Address,Remote Port,Exception,Request Start Time,Request End Time,Response Start Time,Response End Time,Duration (ms),DNS Duration (ms),Connect Duration (ms),SSL Duration (ms),Request Duration (ms),Response Duration (ms),Latency (ms),Speed (KB/s),Request Speed (KB/s),Response Speed (KB/s),Request Handshake Size (bytes),Request Header Size (bytes),Request Body Size (bytes),Response Handshake Size (bytes),Response Header Size (bytes),Response Body Size (bytes),Request Compression,Response Compression
https://audiopay.cos.tx.xmcdn.com/download/1.0.0/storages/f470-audiopay/48/43/CKwRIJIEjgpJAM1-7gC0bele.m4a?buy_key=fe4f133ccbf4b22dfa2a1e704ccbbda8&duration=832&sign=48f54c3ff5fd89bff22af0ed67162cfb&timestamp=1628585654&token=7901&uid=342430270&is_charge=true,COMPLETE,206,https,GET,audio/x-m4a,/192.168.137.78,36783,audiopay.cos.tx.xmcdn.com/125.77.176.85,443,,10 八月 2021 16:54:14,10 八月 2021 16:54:14,10 八月 2021 16:54:15,10 八月 2021 16:54:16,2220,52,23,53,0,1870,222,745.2578,0.0,883.9336,1178,375,,20918,0,1671709,,
https://audiopay.cos.tx.xmcdn.com/download/1.0.0/storages/34c6-audiopay/64/03/CKwRIJEEgh2lAECgqgCv-GhT.m4a?buy_key=fe4f133ccbf4b22dfa2a1e704ccbbda8&duration=261&sign=ec8267526132eedb091b27b0e363c10a&timestamp=1628585657&token=7339&uid=342430270&is_charge=true,COMPLETE,206,https,GET,audio/x-m4a,/192.168.137.78,36783,audiopay.cos.tx.xmcdn.com/125.77.176.85,443,,10 八月 2021 16:54:17,10 八月 2021 16:54:17,10 八月 2021 16:54:17,10 八月 2021 16:54:22,4774,,,,0,4542,232,474.5039,0.0,498.66016,,374,,,0,2319275,,
https://audiopay.cos.tx.xmcdn.com/download/1.0.0/storages/38ff-audiopay/A4/C4/CKwRIaIEMGsaADzH5QCWFKL7.m4a?buy_key=fe4f133ccbf4b22dfa2a1e704ccbbda8&duration=246&sign=e1bb1192b14dda41a4d1695304e215af&timestamp=1628585662&token=9219&uid=342430270&is_charge=true,COMPLETE,206,https,GET,audio/x-m4a,/192.168.137.78,36783,audiopay.cos.tx.xmcdn.com/125.77.176.85,443,,10 八月 2021 16:54:22,10 八月 2021 16:54:22,10 八月 2021 16:54:23,10 八月 2021 16:54:30,7738,,,,0,7491,247,502.75684,0.0,519.28613,,368,,,0,3983333,,
https://audiopay.cos.tx.xmcdn.com/download/1.0.0/storages/343f-audiopay/9B/51/CKwRINsELxsgADCJEACVmaXA.m4a?buy_key=fe4f133ccbf4b22dfa2a1e704ccbbda8&duration=196&sign=bc57a4ecaac4a5e421afab93c864c882&timestamp=1628585671&token=6776&uid=342430270&is_charge=true,COMPLETE,206,https,GET,audio/x-m4a,/192.168.137.78,36783,audiopay.cos.tx.xmcdn.com/125.77.176.85,443,,10 八月 2021 16:54:31,10 八月 2021 16:54:31,10 八月 2021 16:54:31,10 八月 2021 16:54:36,5698,,,,0,5642,56,545.2129,0.0,550.56055,,368,,,0,3180816,,
https://audiopay.cos.tx.xmcdn.com/download/1.0.0/storages/1706-audiopay/EE/13/CKwRIDoELb7RAEQRPgCVHEED.m4a?buy_key=fe4f133ccbf4b22dfa2a1e704ccbbda8&duration=275&sign=9672cf2ad2ec827ab7f3db44d7720444&timestamp=1628585677&token=4930&uid=342430270&is_charge=true,COMPLETE,206,https,GET,audio/x-m4a,/192.168.137.78,36783,audiopay.cos.tx.xmcdn.com/125.77.176.85,443,,10 八月 2021 16:54:37,10 八月 2021 16:54:37,10 八月 2021 16:54:37,10 八月 2021 16:54:47,10016,,,,0,9783,233,434.9707,0.0,445.29297,,368,,,0,4460862,,
https://audiopay.cos.tx.xmcdn.com/download/1.0.0/storages/6b56-audiopay/67/70/CKwRIaIEKc0WADvtMACUHVEJ.m4a?buy_key=fe4f133ccbf4b22dfa2a1e704ccbbda8&duration=242&sign=815a16568e7dc3308625fe6c7a4e5f19&timestamp=1628585687&token=9007&uid=342430270&is_charge=true,COMPLETE,206,https,GET,audio/x-m4a,/192.168.137.78,36783,audiopay.cos.tx.xmcdn.com/125.77.176.85,443,com.xk72.proxy.ProxyException: Client closed connection before receiving entire response,10 八月 2021 16:54:47,10 八月 2021 16:54:47,10 八月 2021 16:54:47,10 八月 2021 16:55:34,47093,,,,0,47076,17,29.888672,0.0,29.891602,,368,,,0,1440982,,
https://audiopay.cos.tx.xmcdn.com/download/1.0.0/storages,COMPLETE,403,https,GET,text/plain,/127.0.0.1,56025,audiopay.cos.tx.xmcdn.com/125.77.176.75,443,,10 八月 2021 16:55:01,10 八月 2021 16:55:01,10 八月 2021 16:55:01,10 八月 2021 16:55:01,91,31,13,26,0,0,21,241.80078,0.0,0.0,1206,408,,20918,0,0,,
https://audiopay.cos.tx.xmcdn.com/download/1.0.0/storages/3545-audiopay/A6/F2/CKwRIJEEKICYADL4zwCTtppt.m4a?buy_key=fe4f133ccbf4b22dfa2a1e704ccbbda8&duration=206&sign=2028e68d8d191c9b7834bd86c71e4b31&timestamp=1628585735&token=4949&uid=342430270&is_charge=true,COMPLETE,206,https,GET,audio/x-m4a,/192.168.137.78,60606,audiopay.cos.tx.xmcdn.com/27.159.95.103,443,,10 八月 2021 16:55:35,10 八月 2021 16:55:35,10 八月 2021 16:55:35,10 八月 2021 16:55:42,6355,48,11,45,0,6232,19,516.7803,0.0,526.7373,1178,368,,20918,0,3340495,,
https://audiopay.cos.tx.xmcdn.com/download/1.0.0/storages/c42d-audiopay/04/F4/CKwRIaIEJz9rAIlDWwCTUiCT.m4a?buy_key=fe4f133ccbf4b22dfa2a1e704ccbbda8&duration=555&sign=49c3dce7dcf71a02e8f4cf411afc4515&timestamp=1628585742&token=9424&uid=342430270&is_charge=true,COMPLETE,206,https,GET,audio/x-m4a,/192.168.137.78,60606,audiopay.cos.tx.xmcdn.com/27.159.95.103,443,,10 八月 2021 16:55:42,10 八月 2021 16:55:42,10 八月 2021 16:55:42,10 八月 2021 16:55:58,16349,,,,0,16300,49,537.3535,0.0,538.9463,,368,,,0,8995675,,
https://audiopay.cos.tx.xmcdn.com/download/1.0.0/storages/fdda-audiopay/8F/C2/CKwRIJEEJjLhAJ0dtwCS6oAV.m4a?buy_key=fe4f133ccbf4b22dfa2a1e704ccbbda8&duration=636&sign=5fd6ffaf7eaa9cfaf7e120be3168ec9c&timestamp=1628585759&token=8149&uid=342430270&is_charge=true,COMPLETE,206,https,GET,audio/x-m4a,/192.168.137.78,60606,audiopay.cos.tx.xmcdn.com/27.159.95.103,443,com.xk72.proxy.ProxyException: Client closed connection before receiving entire response,10 八月 2021 16:55:59,10 八月 2021 16:55:59,10 八月 2021 16:55:59,10 八月 2021 16:56:25,25850,,,,0,25835,15,245.70801,0.0,245.83691,,368,,,0,6503634,,
https://audiopay.cos.tx.xmcdn.com/download/1.0.0/storages/fdda-audiopay/8F/C2/CKwRIJEEJjLhAJ0dtwCS6oAV.m4a?buy_key=fe4f133ccbf4b22dfa2a1e704ccbbda8&duration=636&sign=1633fcdbd7ba5a676a398ec05f931062&timestamp=1628585785&token=9268&uid=342430270&is_charge=true,COMPLETE,206,https,GET,audio/x-m4a,/192.168.137.78,34801,audiopay.cos.tx.xmcdn.com/27.159.95.103,443,,10 八月 2021 16:56:25,10 八月 2021 16:56:25,10 八月 2021 16:56:25,10 八月 2021 16:56:33,7837,59,9,24,0,7706,39,493.83203,0.0,502.03027,1178,374,,20918,0,3940581,,
https://audiopay.cos.tx.xmcdn.com/download/1.0.0/storages/b065-audiopay/51/1F/CKwRIaIEJJWjACbaRACSXMnC.m4a?buy_key=fe4f133ccbf4b22dfa2a1e704ccbbda8&duration=157&sign=6af51b9d5620270a42686b1190f134bc&timestamp=1628585794&token=1244&uid=342430270&is_charge=true,COMPLETE,206,https,GET,audio/x-m4a,/192.168.137.78,34801,audiopay.cos.tx.xmcdn.com/27.159.95.103,443,,10 八月 2021 16:56:34,10 八月 2021 16:56:34,10 八月 2021 16:56:34,10 八月 2021 16:56:39,5517,,,,0,5488,29,450.7744,0.0,453.09082,,368,,,0,2546244,,
https://audiopay.cos.tx.xmcdn.com/download/1.0.0/storages/746b-audiopay/56/6F/CKwRIDoEIItYADkvsgCRY8Ml.m4a?buy_key=fe4f133ccbf4b22dfa2a1e704ccbbda8&duration=231&sign=a5a04ce411730dddb223b61d5f4f7787&timestamp=1628585800&token=5773&uid=342430270&is_charge=true,COMPLETE,206,https,GET,audio/x-m4a,/192.168.137.78,34801,audiopay.cos.tx.xmcdn.com/27.159.95.103,443,,10 八月 2021 16:56:40,10 八月 2021 16:56:40,10 八月 2021 16:56:40,10 八月 2021 16:56:48,8266,,,,0,8245,21,442.81152,0.0,443.8955,,368,,,0,3747762,,
https://audiopay.cos.tx.xmcdn.com/download/1.0.0/storages/990a-audiopay/9C/97/CKwRINsEH0wkAIEMRACRBPob.m4a?buy_key=fe4f133ccbf4b22dfa2a1e704ccbbda8&duration=522&sign=0206e8d491f5a2498badf48a422c40e0&timestamp=1628585809&token=5894&uid=342430270&is_charge=true,COMPLETE,206,https,GET,audio/x-m4a,/192.168.137.78,34801,audiopay.cos.tx.xmcdn.com/27.159.95.103,443,,10 八月 2021 16:56:49,10 八月 2021 16:56:49,10 八月 2021 16:56:49,10 八月 2021 16:57:02,12363,,,,0,12350,13,668.0762,0.0,668.75,,368,,,0,8457284,,
https://audiopay.cos.tx.xmcdn.com/download/1.0.0/storages/a419-audiopay/1D/62/CKwRIaIEHex8AImLSACQmUfK.m4a?buy_key=fe4f133ccbf4b22dfa2a1e704ccbbda8&duration=556&sign=fbedc4b6e59591f049508eeca2b94a84&timestamp=1628585822&token=7799&uid=342430270&is_charge=true,COMPLETE,206,https,GET,audio/x-m4a,/192.168.137.78,34801,audiopay.cos.tx.xmcdn.com/27.159.95.103,443,,10 八月 2021 16:57:02,10 八月 2021 16:57:02,10 八月 2021 16:57:02,10 八月 2021 16:57:17,14486,,,,0,14383,103,607.70215,0.0,612.0293,,368,,,0,9014088,,
https://audiopay.cos.tx.xmcdn.com/download/1.0.0/storages/aacc-audiopay/65/3B/CKwRIMAEHPP8AGuPpgCQO9QO.m4a?buy_key=fe4f133ccbf4b22dfa2a1e704ccbbda8&duration=435&sign=da3204b91a53304393b6a7a91884cc2a&timestamp=1628585838&token=9281&uid=342430270&is_charge=true,COMPLETE,206,https,GET,audio/x-m4a,/192.168.137.78,34801,audiopay.cos.tx.xmcdn.com/27.159.95.103,443,com.xk72.proxy.ProxyException: Client closed connection before receiving entire response,10 八月 2021 16:57:18,10 八月 2021 16:57:18,10 八月 2021 16:57:18,10 八月 2021 16:57:58,40106,,,,0,39940,166,85.36133,0.0,85.70703,,368,,,0,3505325,,
https://audiopay.cos.tx.xmcdn.com/download/1.0.0/storages/f724-audiopay/26/13/CKwRIUEEG1EOADC5gACPtLuW.m4a?buy_key=fe4f133ccbf4b22dfa2a1e704ccbbda8&duration=197&sign=dc08dc0a7aa3ac04dba0d5e72ad7c071&timestamp=1628585880&token=9028&uid=342430270&is_charge=true,COMPLETE,206,https,GET,audio/x-m4a,/192.168.137.78,59021,audiopay.cos.tx.xmcdn.com/27.159.95.98,443,,10 八月 2021 16:58:00,10 八月 2021 16:58:00,10 八月 2021 16:58:00,10 八月 2021 16:58:05,4804,62,8,27,0,4695,12,653.6865,0.0,668.541,1178,368,,20918,0,3193216,,
https://audiopay.cos.tx.xmcdn.com/download/1.0.0/storages/e8c9-audiopay/40/B9/CKwRINsEF6BgAEjq1wCOxuXB.m4a?buy_key=fe4f133ccbf4b22dfa2a1e704ccbbda8&duration=295&sign=eca1f0674c795c8ce12396acd7d616ad&timestamp=1628585886&token=3112&uid=342430270&is_charge=true,COMPLETE,206,https,GET,audio/x-m4a,/192.168.137.78,59021,audiopay.cos.tx.xmcdn.com/27.159.95.98,443,,10 八月 2021 16:58:06,10 八月 2021 16:58:06,10 八月 2021 16:58:06,10 八月 2021 16:58:14,8164,,,,0,8111,53,571.66406,0.0,575.35547,,368,,,0,4778711,,
